@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@data
' Hey Nevada tweeps remember TOMORROW is the last day for EARLY VOTING! Ready, Set & Vote! #JustDoIt! ',neutral
' Observers from UN, EU, CW, send to CoNi , according to this observers what the Maldivian have seen live and on TVs on 7 feb are day dream, ',neutral
' FUCK Halloween. Fuck thanksgiving. Fuck my birthday. Fuck Christmas, the New Year, Valentines, St. Patrick s, April fools. Fuck all of that. ',negative
' my mother just said "what s gucci mah nigguh!" to me, i think she may have been listening to "Niggas In Paris", should i be worried? ',neutral
' I may have done a dumb thing, but it s out there now. My new, long term goal: The Challenge http://anolympicodyssey.blogspot.com/2012/11/the-challenge.html … ',neutral
' highlight of monday was chucking a mattress down the stairs which hit eleanor around the face, causing her to fall down the stairs ',neutral
' Loved the hair style from Friday s Jason Wu #NYFW show? We re giving you the step-by-step to recreate the look http://ow.ly/dD8uI  ',positive
' Sad to say #knutsfordlitfest nearly at an end. Fantastic event last night with Michael Portillo. Last event tomorrow with Charles Dickens. ',neutral
' http://www.byfarthegreatestteam.com/posts/super-sandro-superb-for-spurs/ … My profile of Sandro. I do kind of love him. ',positive
' @echelleprakash 1st its like Imma play Headlock, and then Safe and Sound, and now you gonna play All Star. hmmmm ',neutral
' Dad: what are you going to do in Athens tomorrow? Me: Nothing. Dad: Oh. Ok. Have fun. I like my Father. ',positive
' Don t be surprised if we end up waiting until November 16th to find out who the next POTUS is... #OhioProvisionalBallot http://www.newsmax.com/Newsfront/ohio-provisional-ballots-delay/2012/11/01/id/462413 … ',negative
' Rugby tonight and it s like freezing omg I may die ',negative
' you going to rugby practice on sunday #somethingISayAlot ',objective
' Is the mercury prize on tv? When and where? Field music get my vote, and if they do win tomorrows gig should be a blinder! ',positive
' Asia stocks mostly up on US, China data: Asian stock markets advanced Friday as a batch of upbeat economic data from the U.S. and Chi... ',positive
' Breaking Dawn is coming out on the 16th , yayyy ',positive
' Celebrate the Chinese New Year in #Shanghai (around February) and see a dragon dance during the Spring Festival! Amazing experience! ',positive
' Disappointing to see the UK Govt issueing reassuring messages to Tehran http://www.guardian.co.uk/world/2012/oct/26/iran-military-action-downing-street … Maybe they were influenced by @Nigel_Farage :) ',negative
' More footage from the studio where Bullet For My Valentine just finished up recording their upcoming 4th album.... http://fb.me/2braYq5wB  ',objective
' just bought my 1st Heineken beer in Las Vegas. ps I ve lived here for 5 yrs ~what took me so long! pic.twitter.com/WxVoBdek ',negative
' 20 June 2012, out European Tour party drove the fabulous road from Davos to Stelvio. This is the last little bit... http://fb.me/1ZkWMVySv  ',neutral
' Join us THIS THURSDAY for the Introduction to our Dramatic Reading of Charles Dickens s A Christmas Carol. 11/1 6-7pm. ',objective
' @thementalistcbs Can t wait for the new series, starts on Sunday over here in Britain, #redjohn ',positive
' Published a new blog entry November 18 - "Otherwise Known as Sheila the Great" in Art in the County. http://bit.ly/SAifbK  ',positive
' Dr. Mohamed Morsi announced as Egypt s first elected President after the glorious 25th of Jan Revolution. Congratulations ',positive
' Northern Lights Sale on Thursday; great pedigrees all the way through the catalogue! Genomics the full packages! View catalogue online! ',positive
' I THINK Bowen and Cofield will be better in 2nd yr, and hope Jenkins will be as good as he look last preseason, but those are unhatched eggs ',positive
' Just added a Google+ Hangout to the schedule--see YOU on November 21?! Details here: http://ht.ly/eJBeQ  ',objective
' "@PurpleEndorphin: I WANT TANG JUN FOR CHRISTMAS." I want him on Valentines as well!!! ',positive
' http://tinyurl.com/bchc26h  I just voted for 1ST LADY to be on Coast 2 Coast Mixtape 224 Hosted by Kendrick Lamar! @messengerlady7 ',neutral
' News Release 09 October 2012 Customers of the Negros sub-grid experienced a partial outage today at 5:45PM (cont) http://tl.gd/jj62ha  ',negative
' Look #Steelers fans I know you may be upset about Suisham missing that kick. Just know that I heard a guy named Billy Cundiff is available. ',neutral
' Oh, and for those still fellating Harry Redknapp, we went out in the 3rd round against Stoke last season. Remember that? ',neutral
' @DiscoveryUK #Halloween Good .. And who is the 3rd? Valentine s day? Or ? ',positive
' @MostDumbestLaws: A betrayed wife is legally allowed to kill her adulterous husband, but may only do so with her bare hands. (Hong Kong) ',negative
' @jsitton71 I think they need to line you up as an eligible receiver like Jacksonville did against you guys Sunday. Thoughts? ',neutral
' Russell Howard, then Cuckoo, then Celebrity Juice, then Family Guy, Thursday night is the best night for comedy ',positive
' Ricky Martin may be gay but he s sexy af  !!!!!!!! :D ',positive
' hey @kcrw members, did you miss your shot at Leonard Cohen tix this morning on @mbeKCRW? @anne_litt will have more for you on Sunday! ',positive
' Gonna ride the Love Train tomorrow..dig it ...Soul Train...Ojays. .bad ass...do it... https://www.youtube.com/watch?v=yaNMQg2nYT4&feature=youtube_gdata_player … ',positive
' I wish I was out MD I wanna bear on Negros shit is fun , going out Sunday to Ross snighter Sunday Finna pop off on TWL ',positive
' Nick Diaz said he would "fight GSP tomorrow if the UFC asked". Except, you know, they wouldn t... because you re suspended... ',negative
' first tweet ever, loving san diego! Busy day like always and ready for @UFC on Fuel TV tomorrow. ',positive
' We re thinking of running on the Australia Day weekend in January. Is this a good or bad idea? ',neutral
' Glittery nails here I come! Three of the polishes from the Wonderland collection @modelsown http://instagr.am/p/Q69zyVouTr/  ',positive
' <--- New Icon. I may just be changing icons a lot as long as Jennette uploads pics cause she is just too beautiful ',positive
' Damn, I missed the #CMAs @ng03ruth ',neutral
' Dr. Mohammed Morsi announced as Egypt s first elected President after the glorious 25th of Jan Revolution.... http://fb.me/1RmJY8goH  ',positive
' @BenThePCGuy Only you can answer before I try! There s on WP8 a way to call 3rd p. apps? Like Intents on Android. I wanna switch to WP! ',positive
' Protest against the Mitch Daniels Purdue Presidential nomination tomorrow @ Loeb Theater 2:30 pm. Bring a friend! #SOAPurdue ',negative
' Dr. Mohamed Morsi announced as Egypt s 1st elected President after the glorious 25th of Jan Revolution. Congratulations to #Egypt! ',positive
' This Thursday Night Football game sucks. But Go Chiefs! I just want to see hot head Rivers explode on the sideline tonight. ',negative
' #saphila +1500 people in the Superbowl at Sun City to "discover" How to help "Africa Run like Never Before" ',neutral
' Nebraska placed a nation-leading nine players on the first-ever Senior Bowl watch list released Saturday... http://fb.me/1hnrA8hGs  ',positive
' Playing @garbage all day to prep for tomorrow s concert at Fort Canning. Go, baby, go go! ',positive
' @TheReidReport & if the POTUS wins 2nd term isn t that NJ gov gonna go back to bashing him when his state is in better shape (2/2) ',positive
' @Mona_ElAshry Criminals killed Sadat, and in the process they killed Egypt...they destroyed the future of young & old Egyptians.. ',negative
' Watching my favourite @Oprah behind the scenes (for the 4th time) when Jennifer Hudson goes AWOL.  Excuse me, what the hell is going on?!  ',negative
' @JAYauna_Man You Going To The Game ? #Tyeisha ',neutral
' Fabio Capello: "From what I ve seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow". ',positive
' When "columbus" shoots Bill Murray in zombieland it may be one of the funniest things ever. ',objective
' Photo: Fab find! Jason Wu satin scarlet clutch at Off 5th! Whoop whoop! (Taken with Instagram) http://tmblr.co/Zc_EFxQZwYs5  ',positive
' Poland criticize the 18th amendment. The new frame has been opened. None of the topic was on that earlier. #UPRLKA ',neutral
' "Success Saturday"- Having a great time at the 4th Annual Girlfriend Group Celebration! @Cheryl Wood @Chere Cofield @Vanessa Maddox ',positive
' If @cmpunk holds the WWE Title until the Royal Rumble, he will have held the title for 434 days. Making him the 6th longest reign... ',neutral
' SAG For Life: Stacey, April, Gabriel irieapril #mrandmrscheek happy wedding day Gabe! @ North Star Ballroom http://instagr.am/p/RB4no8v15e/  ',positive
' Victor Cruz said Tuesday that his agent and the @Giants have "agreed on the structure" of a new contract. @ProFootballTalk @NFL @ESPNFantasy ',objective
' The best thing about Walking Dead returning is it means Spartacus will be back soon too! (Dammit, Starz site says January) ',positive
' Thanks to Jesus, CVS, My Mom & My Mary...I was able to kick this flu in 1 week! Now to make it w/out My MaryJane until Monday! #struggles ',positive
' Tip to Apple CEO: u may want to stop outsourcing your mapping apps to China. While UR @ it how bout bring all those manufacturing jobs back. ',neutral
' @geesblackhair OH MY GOD WE BOTH CANT BRFEATHE WDSWKIADEMJ I DOTN KNOW HOW TO CALMDMM :0 : D :/]( ',positive
' @923NowFM @jenniferhudson just saw jennifer Hudson on 26th street she looks great!! Super skinny ',positive
' #LONGHARRYIMAGINE #Imagine It s a friday night and you find yourself watching The Notebook, AGAIN. You just (cont) http://tl.gd/js10sp  ',neutral
' NFL Commissioner Roger Goodell says he may cancel the Pro Bowl: http://bit.ly/VoRvt7  Would you care if there was no Pro Bowl? ',negative
' Join Phil on November 8 at the Better Software East Conference in Orlando where he ll be speaking on How to... http://fb.me/AUyalLQA  ',neutral
' Pacino to play Paterno in bio film coming out soon. This will mark Pacino s 2nd film with the phrase, "Say hello to my little friend." ',objective
' I swear if tomorrow any Niner fans start tweeting about Kyle Williams tomorrow, best believe I m gonna put you on check. ',negative
' recap. I saw Bad 25 on Tuesday. The Spike Lee Documentary on Michael Jackson. It was beyond amazing. && it was only showing for 6 days. ',positive
' @adamlambert OMFG ADAM LAMBERT IS NOMINATED 3 GRAMMIES!!!!!!!!!!!!!!!!!!!!! <3 ',neutral
' Harry Styles rocking Lyle and Scott. he may only be 10...but be honest, you wish you had his life.. @Lyle_and_Scott pic.twitter.com/W8J9sTx1 ',positive
' We re experiencing some issues with Fuel TV (Ch 39). Should be back up Friday or Monday. ',negative
' Blog Post: Vice President Joe Biden to Present the Top Ten List on CBS s "Late Show with David Letterman," Thursday,... http://dlvr.it/2QJk68  ',objective
' KPop: Will Psy be the first Korean to win a Grammy?: Psy may qualify for the upcoming Grammy Awards. Gangnam Sty... http://bit.ly/ULqgvn  ',positive
' Sticks and stones may break my bones, but Rugby does it better! ',positive
' How can anyone blame BR? It wasn t him who spunked away all the cash. And it wasn t him who refused to spend any more. ',negative
' RUMOR: #Blackhawks may have traded Niklas Hjalmarsson to the #Oilers for Sam Gagner. Stay tuned. ',objective
' http://goo.gl/LkocE  Visit to #Iran by five Euro MPs was called off Sat after Tehran refused to let them meet with a jailed activist ',negative
' #Linsanity"@ESPNStatsInfo: Jeremy Lin was a +23 for Rockets in his debut. That s the 2nd-best plus-minus for him in any game in his career." ',positive
' @richardwakile is the station up and running I need GAS bad. Everyone is out ! ',positive
' If your in Indianapolis tomorrow swing by the Macy s at Castelton mall from 5:30-7:30. I ll be there signing autographs and pictures! ',positive
' @rbusch17: The Anaheim Ducks are interested in Sam Gagner of the Edmonton Oilers. Could be part of a trade for the Ducks 1st round pick ',objective
' Cannot wait to see @fancystepdad with my boys @ThePrinceRupert and @JakeCausey next Friday in Athens! ',positive
