@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute neg_score real
@attribute neu_score real
@attribute pos_score real
@attribute compund_score real
@data
positive,0.114,0.829,0.057,-0.2732
neutral,0.259,0.741,0.0,-0.4215
positive,0.229,0.771,0.0,-0.7372
positive,0.079,0.758,0.162,0.5093
positive,0.0,1.0,0.0,0.0
negative,0.23,0.77,0.0,-0.5095
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
negative,0.091,0.909,0.0,-0.1531
negative,0.173,0.725,0.102,-0.3939
neutral,0.101,0.78,0.119,0.1007
negative,0.344,0.656,0.0,-0.743
objective,0.0,0.85,0.15,0.6408
neutral,0.0,0.749,0.251,0.6908
positive,0.0,1.0,0.0,0.0
objective,0.0,0.734,0.266,0.7003
positive,0.0,0.805,0.195,0.4404
positive,0.0,0.193,0.807,0.9114
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.871,0.129,0.5719
positive,0.0,0.773,0.227,0.4479
positive,0.0,0.64,0.36,0.7351
positive,0.0,0.785,0.215,0.658
positive,0.0,0.731,0.269,0.7906
objective,0.0,0.886,0.114,0.4019
positive,0.0,0.824,0.176,0.6688
negative,0.197,0.586,0.218,0.128
objective,0.0,1.0,0.0,0.0
positive,0.0,0.764,0.236,0.7777
neutral,0.115,0.782,0.103,-0.0772
neutral,0.0,1.0,0.0,0.0
neutral,0.108,0.784,0.108,0.0
positive,0.0,0.826,0.174,0.6369
objective,0.186,0.814,0.0,-0.6249
objective,0.0,1.0,0.0,0.0
positive,0.198,0.802,0.0,-0.7525
objective,0.0,1.0,0.0,0.0
positive,0.0,0.402,0.598,0.886
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.785,0.215,0.6588
negative,0.0,0.654,0.346,0.5719
positive,0.0,0.724,0.276,0.7463
negative,0.093,0.683,0.224,0.6378
neutral,0.0,0.486,0.514,0.8122
positive,0.0,0.828,0.172,0.3612
neutral,0.0,0.805,0.195,0.5267
objective,0.0,1.0,0.0,0.0
positive,0.0,0.723,0.277,0.7096
objective,0.0,0.875,0.125,0.4588
negative,0.248,0.425,0.327,0.2771
objective,0.0,1.0,0.0,0.0
positive,0.0,0.641,0.359,0.8777
negative,0.296,0.544,0.16,-0.7178
positive,0.0,0.791,0.209,0.5719
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.732,0.268,0.765
positive,0.121,0.745,0.135,-0.1531
negative,0.128,0.872,0.0,-0.4215
positive,0.0,0.575,0.425,0.8126
neutral,0.142,0.688,0.17,-0.0772
objective,0.0,1.0,0.0,0.0
positive,0.0,0.769,0.231,0.5994
neutral,0.064,0.746,0.189,0.5684
negative,0.0,1.0,0.0,0.0
positive,0.0,0.721,0.279,0.7345
positive,0.0,0.893,0.107,0.0516
neutral,0.0,1.0,0.0,0.0
positive,0.094,0.68,0.227,0.6249
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.833,0.167,0.4939
positive,0.0,0.837,0.163,0.5719
objective,0.089,0.911,0.0,-0.3291
neutral,0.0,0.934,0.066,0.1779
negative,0.213,0.787,0.0,-0.5574
positive,0.0,0.759,0.241,0.6973
neutral,0.0,0.876,0.124,0.4019
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.558,0.442,0.9353
positive,0.113,0.751,0.136,0.128
positive,0.0,0.857,0.143,0.4588
negative,0.265,0.735,0.0,-0.8209
positive,0.241,0.759,0.0,-0.7469
neutral,0.0,0.842,0.158,0.4588
negative,0.0,0.929,0.071,0.25
positive,0.103,0.627,0.269,0.5423
objective,0.0,1.0,0.0,0.0
positive,0.0,0.851,0.149,0.5927
neutral,0.0,0.797,0.203,0.6808
negative,0.138,0.862,0.0,-0.4939
positive,0.0,0.764,0.236,0.4753
objective,0.0,0.854,0.146,0.34
positive,0.0,0.789,0.211,0.4588
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.625,0.375,0.4588
positive,0.0,0.739,0.261,0.8456
positive,0.0,0.833,0.167,0.4215
positive,0.0,0.802,0.198,0.5719
neutral,0.0,1.0,0.0,0.0
positive,0.088,0.712,0.2,0.5106
objective,0.371,0.629,0.0,-0.7579
objective,0.0,1.0,0.0,0.0
negative,0.145,0.738,0.117,-0.2263
neutral,0.149,0.851,0.0,-0.2732
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.854,0.146,0.4404
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.096,0.749,0.155,0.3937
positive,0.0,1.0,0.0,0.0
positive,0.0,0.704,0.296,0.743
positive,0.122,0.556,0.322,0.3818
positive,0.194,0.554,0.252,0.3971
neutral,0.195,0.805,0.0,-0.6249
positive,0.264,0.736,0.0,-0.658
negative,0.262,0.738,0.0,-0.5994
positive,0.0,0.717,0.283,0.7717
positive,0.0,1.0,0.0,0.0
positive,0.0,0.695,0.305,0.69
positive,0.091,0.909,0.0,-0.2755
negative,0.358,0.642,0.0,-0.7717
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.696,0.304,0.7906
positive,0.0,0.787,0.213,0.4019
objective,0.0,1.0,0.0,0.0
objective,0.0,0.744,0.256,0.7351
positive,0.0,1.0,0.0,0.0
positive,0.0,0.806,0.194,0.5574
negative,0.098,0.902,0.0,-0.3818
negative,0.085,0.915,0.0,-0.3412
positive,0.0,0.703,0.297,0.6696
neutral,0.0,0.752,0.248,0.68
positive,0.0,0.603,0.397,0.9164
positive,0.0,0.708,0.292,0.7906
positive,0.0,0.823,0.177,0.6808
positive,0.0,0.798,0.202,0.5859
positive,0.0,0.895,0.105,0.4019
positive,0.0,1.0,0.0,0.0
positive,0.0,0.68,0.32,0.6408
objective,0.0,0.803,0.197,0.4926
positive,0.0,0.754,0.246,0.7825
negative,0.09,0.812,0.098,0.0638
neutral,0.0,0.705,0.295,0.6908
positive,0.0,0.888,0.112,0.4404
neutral,0.206,0.629,0.166,-0.1779
negative,0.0,0.714,0.286,0.7003
negative,0.188,0.812,0.0,-0.6249
neutral,0.0,0.829,0.171,0.4019
positive,0.095,0.733,0.172,0.4738
positive,0.0,0.667,0.333,0.6103
negative,0.246,0.754,0.0,-0.5509
negative,0.0,0.751,0.249,0.5106
negative,0.63,0.37,0.0,-0.5267
positive,0.0,0.682,0.318,0.6808
objective,0.0,0.888,0.112,0.34
neutral,0.133,0.734,0.133,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,0.67,0.33,0.7096
positive,0.0,0.75,0.25,0.6124
positive,0.0,1.0,0.0,0.0
positive,0.0,0.787,0.213,0.4559
negative,0.0,0.856,0.144,0.5197
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,0.667,0.333,0.6124
objective,0.0,1.0,0.0,0.0
negative,0.13,0.751,0.119,-0.0757
objective,0.0,1.0,0.0,0.0
negative,0.0,0.917,0.083,0.25
positive,0.0,0.701,0.299,0.8689
negative,0.132,0.868,0.0,-0.5859
positive,0.0,0.81,0.19,0.6124
positive,0.089,0.639,0.272,0.6476
negative,0.189,0.728,0.083,-0.4986
positive,0.0,0.307,0.693,0.9705
objective,0.0,0.896,0.104,0.2714
positive,0.0,0.368,0.632,0.8513
neutral,0.27,0.674,0.056,-0.7717
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.048,0.952,0.0,-0.0572
positive,0.0,0.744,0.256,0.7345
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.586,0.414,0.8519
neutral,0.0,0.866,0.134,0.5267
positive,0.0,0.704,0.296,0.6369
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.883,0.117,0.2481
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.33,0.67,0.0,-0.7096
negative,0.162,0.794,0.044,-0.4574
negative,0.282,0.718,0.0,-0.6249
objective,0.132,0.868,0.0,-0.5423
positive,0.186,0.457,0.357,0.7175
negative,0.156,0.751,0.093,-0.1945
positive,0.0,0.682,0.318,0.5574
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.829,0.171,0.5106
positive,0.0,0.365,0.635,0.9545
objective,0.212,0.601,0.187,-0.1779
positive,0.0,0.691,0.309,0.7717
positive,0.0,0.87,0.13,0.3987
positive,0.163,0.674,0.163,0.0
positive,0.0,0.847,0.153,0.6103
objective,0.0,0.854,0.146,0.4404
neutral,0.0,0.929,0.071,0.0772
positive,0.0,1.0,0.0,0.0
positive,0.076,0.447,0.478,0.9136
negative,0.0,0.667,0.333,0.3612
neutral,0.0,0.766,0.234,0.6696
negative,0.175,0.825,0.0,-0.6705
neutral,0.0,0.774,0.226,0.327
objective,0.0,1.0,0.0,0.0
neutral,0.263,0.632,0.105,-0.5446
negative,0.0,0.675,0.325,0.825
neutral,0.0,0.818,0.182,0.6531
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.61,0.39,0.4926
negative,0.286,0.714,0.0,-0.5267
positive,0.0,0.561,0.439,0.8626
positive,0.0,0.705,0.295,0.7712
neutral,0.0,0.702,0.298,0.7003
objective,0.0,1.0,0.0,0.0
neutral,0.087,0.913,0.0,-0.296
negative,0.207,0.588,0.204,-0.0258
positive,0.0,1.0,0.0,0.0
negative,0.276,0.724,0.0,-0.4939
positive,0.0,0.793,0.207,0.5719
objective,0.0,0.851,0.149,0.4215
objective,0.0,0.893,0.107,0.34
positive,0.18,0.705,0.116,-0.3111
negative,0.187,0.533,0.28,0.1027
positive,0.104,0.567,0.33,0.6983
objective,0.0,0.684,0.316,0.755
positive,0.0,0.541,0.459,0.7783
neutral,0.249,0.751,0.0,-0.7438
positive,0.0,0.629,0.371,0.7096
positive,0.079,0.715,0.206,0.5538
positive,0.0,1.0,0.0,0.0
positive,0.0,0.902,0.098,0.2389
positive,0.0,0.597,0.403,0.8957
positive,0.077,0.775,0.148,0.4588
objective,0.234,0.595,0.171,-0.4019
negative,0.102,0.772,0.126,0.1531
positive,0.0,0.754,0.246,0.7082
neutral,0.0,0.75,0.25,0.8253
positive,0.0,0.627,0.373,0.9062
positive,0.0,1.0,0.0,0.0
negative,0.171,0.668,0.161,-0.0444
neutral,0.0,1.0,0.0,0.0
negative,0.196,0.804,0.0,-0.4404
objective,0.0,1.0,0.0,0.0
positive,0.068,0.732,0.2,0.5719
positive,0.089,0.762,0.149,0.2023
objective,0.224,0.776,0.0,-0.7096
negative,0.0,1.0,0.0,0.0
positive,0.0,0.884,0.116,0.4404
negative,0.273,0.727,0.0,-0.4588
positive,0.1,0.605,0.295,0.6705
positive,0.166,0.552,0.283,0.4019
neutral,0.0,1.0,0.0,0.0
neutral,0.094,0.628,0.277,0.3612
neutral,0.0,0.936,0.064,0.0258
objective,0.165,0.835,0.0,-0.5165
positive,0.0,0.751,0.249,0.7418
positive,0.526,0.194,0.281,-0.368
objective,0.0,1.0,0.0,0.0
positive,0.0,0.756,0.244,0.6369
negative,0.0,1.0,0.0,0.0
negative,0.165,0.692,0.142,-0.1531
positive,0.0,0.776,0.224,0.7339
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
negative,0.432,0.568,0.0,-0.9081
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.756,0.244,0.6697
positive,0.118,0.667,0.214,0.4359
objective,0.156,0.844,0.0,-0.5423
objective,0.0,0.905,0.095,0.2732
positive,0.077,0.77,0.153,0.4912
objective,0.0,1.0,0.0,0.0
negative,0.323,0.677,0.0,-0.8225
positive,0.144,0.856,0.0,-0.4648
positive,0.221,0.621,0.157,-0.3056
positive,0.0,0.595,0.405,0.7783
positive,0.0,0.6,0.4,0.9186
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
negative,0.081,0.732,0.187,0.3818
neutral,0.087,0.759,0.154,0.4122
neutral,0.139,0.861,0.0,-0.5255
positive,0.16,0.649,0.191,0.2023
negative,0.128,0.872,0.0,-0.296
objective,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
neutral,0.0,0.761,0.239,0.765
objective,0.0,1.0,0.0,0.0
negative,0.205,0.63,0.165,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.145,0.611,0.244,0.3182
neutral,0.0,0.748,0.252,0.5719
objective,0.0,1.0,0.0,0.0
positive,0.0,0.738,0.262,0.7964
positive,0.063,0.602,0.335,0.859
neutral,0.0,0.872,0.128,0.4215
positive,0.0,0.803,0.197,0.4005
neutral,0.0,1.0,0.0,0.0
negative,0.109,0.891,0.0,-0.4497
negative,0.0,1.0,0.0,0.0
positive,0.0,0.769,0.231,0.6908
positive,0.0,0.741,0.259,0.6369
neutral,0.0,0.893,0.107,0.34
objective,0.261,0.739,0.0,-0.7184
positive,0.0,0.874,0.126,0.4374
positive,0.191,0.477,0.332,0.3971
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,0.854,0.146,0.4404
neutral,0.0,0.707,0.293,0.8268
positive,0.0,0.804,0.196,0.7482
objective,0.0,1.0,0.0,0.0
positive,0.0,0.79,0.21,0.4926
positive,0.0,0.729,0.271,0.7717
positive,0.0,0.683,0.317,0.7213
negative,0.159,0.841,0.0,-0.5574
negative,0.0,0.741,0.259,0.8286
positive,0.0,0.614,0.386,0.7783
negative,0.0,0.912,0.088,0.34
neutral,0.12,0.763,0.116,-0.0258
positive,0.0,0.608,0.392,0.8743
positive,0.0,0.586,0.414,0.8519
negative,0.247,0.753,0.0,-0.3818
positive,0.0,1.0,0.0,0.0
positive,0.0,0.833,0.167,0.5267
objective,0.109,0.797,0.094,-0.1027
positive,0.311,0.576,0.113,-0.7313
negative,0.171,0.829,0.0,-0.4767
negative,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.199,0.716,0.085,-0.514
negative,0.0,1.0,0.0,0.0
neutral,0.296,0.37,0.333,0.0516
neutral,0.0,1.0,0.0,0.0
neutral,0.086,0.914,0.0,-0.1779
positive,0.0,0.673,0.327,0.5983
negative,0.247,0.661,0.093,-0.5423
positive,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
positive,0.0,0.72,0.28,0.7906
positive,0.139,0.569,0.292,0.6487
positive,0.0,0.692,0.308,0.836
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.103,0.897,0.0,-0.34
positive,0.0,1.0,0.0,0.0
negative,0.333,0.667,0.0,-0.4588
negative,0.147,0.531,0.322,0.6459
neutral,0.0,0.904,0.096,0.2023
positive,0.0,0.588,0.412,0.4215
positive,0.0,0.827,0.173,0.5826
positive,0.0,0.806,0.194,0.6997
neutral,0.0,1.0,0.0,0.0
negative,0.276,0.724,0.0,-0.5307
negative,0.412,0.588,0.0,-0.8126
positive,0.0,1.0,0.0,0.0
negative,0.152,0.661,0.187,0.2211
positive,0.123,0.498,0.379,0.7712
positive,0.121,0.497,0.382,0.7424
neutral,0.119,0.881,0.0,-0.2247
positive,0.0,0.844,0.156,0.34
positive,0.0,0.712,0.288,0.7568
positive,0.0,0.687,0.313,0.826
negative,0.259,0.741,0.0,-0.5994
positive,0.0,0.704,0.296,0.6369
positive,0.135,0.865,0.0,-0.3612
positive,0.0,0.812,0.188,0.5719
positive,0.0,0.623,0.377,0.8655
neutral,0.0,1.0,0.0,0.0
negative,0.492,0.508,0.0,-0.7003
neutral,0.36,0.64,0.0,-0.7906
objective,0.0,0.82,0.18,0.5106
positive,0.0,0.821,0.179,0.6124
objective,0.092,0.908,0.0,-0.3903
objective,0.0,1.0,0.0,0.0
positive,0.31,0.69,0.0,-0.8402
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.171,0.829,0.0,-0.4389
positive,0.0,0.727,0.273,0.7494
negative,0.253,0.558,0.189,-0.4678
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.601,0.399,0.9118
negative,0.268,0.515,0.218,0.0085
neutral,0.0,0.866,0.134,0.5267
objective,0.124,0.876,0.0,-0.4019
objective,0.0,0.623,0.377,0.9236
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.816,0.184,0.2023
neutral,0.137,0.773,0.09,-0.2732
positive,0.0,0.838,0.162,0.6597
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.834,0.166,0.3382
positive,0.0,0.701,0.299,0.7964
objective,0.0,1.0,0.0,0.0
positive,0.113,0.75,0.137,0.1531
negative,0.091,0.909,0.0,-0.3182
objective,0.0,1.0,0.0,0.0
neutral,0.249,0.634,0.117,-0.4019
positive,0.0,0.588,0.412,0.9117
negative,0.17,0.681,0.149,0.128
positive,0.0,0.821,0.179,0.34
positive,0.151,0.849,0.0,-0.3595
positive,0.0,0.691,0.309,0.6682
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
negative,0.104,0.758,0.137,0.1779
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.735,0.265,0.8209
positive,0.0,0.703,0.297,0.8221
objective,0.091,0.909,0.0,-0.3818
neutral,0.0,0.473,0.527,0.924
objective,0.091,0.909,0.0,-0.0516
negative,0.0,0.812,0.188,0.5719
objective,0.0,1.0,0.0,0.0
objective,0.098,0.801,0.101,0.0173
positive,0.0,0.809,0.191,0.6688
objective,0.0,0.878,0.122,0.3612
objective,0.0,1.0,0.0,0.0
positive,0.0,0.761,0.239,0.7841
objective,0.17,0.83,0.0,-0.5719
neutral,0.217,0.783,0.0,-0.7269
objective,0.0,1.0,0.0,0.0
objective,0.152,0.718,0.13,-0.126
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.888,0.112,0.4404
neutral,0.0,1.0,0.0,0.0
positive,0.077,0.656,0.267,0.737
positive,0.186,0.597,0.217,0.2362
negative,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.097,0.735,0.168,0.4278
neutral,0.0,1.0,0.0,0.0
positive,0.117,0.883,0.0,-0.2792
negative,0.184,0.705,0.11,-0.3987
negative,0.192,0.808,0.0,-0.5145
negative,0.331,0.669,0.0,-0.7528
positive,0.095,0.905,0.0,-0.2225
positive,0.0,0.812,0.188,0.372
positive,0.0,0.756,0.244,0.7959
positive,0.0,0.688,0.312,0.7096
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.867,0.133,0.3818
negative,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.909,0.091,0.3612
negative,0.148,0.738,0.115,-0.2023
objective,0.0,0.763,0.237,0.4199
negative,0.33,0.67,0.0,-0.7845
objective,0.102,0.642,0.257,0.6249
positive,0.0,0.712,0.288,0.784
positive,0.0,0.809,0.191,0.6696
positive,0.174,0.826,0.0,-0.2244
objective,0.0,1.0,0.0,0.0
negative,0.17,0.599,0.23,0.4404
positive,0.0,0.752,0.248,0.8225
neutral,0.109,0.891,0.0,-0.296
objective,0.0,1.0,0.0,0.0
positive,0.0,0.833,0.167,0.4588
objective,0.0,1.0,0.0,0.0
positive,0.207,0.649,0.144,-0.3313
positive,0.0,0.811,0.189,0.4215
neutral,0.0,0.816,0.184,0.6597
positive,0.0,0.661,0.339,0.8271
positive,0.151,0.625,0.225,0.2521
positive,0.0,0.845,0.155,0.5684
positive,0.074,0.739,0.187,0.3804
neutral,0.0,0.876,0.124,0.34
positive,0.0,0.687,0.313,0.624
positive,0.0,0.73,0.27,0.6209
neutral,0.0,0.874,0.126,0.3182
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.727,0.273,0.8346
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.592,0.408,0.9006
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,0.773,0.227,0.6792
neutral,0.0,1.0,0.0,0.0
negative,0.0,0.822,0.178,0.0772
negative,0.172,0.828,0.0,-0.4019
negative,0.213,0.787,0.0,-0.5848
neutral,0.0,0.877,0.123,0.4215
positive,0.0,0.572,0.428,0.9042
negative,0.336,0.561,0.103,-0.7184
negative,0.207,0.613,0.18,-0.1759
neutral,0.211,0.677,0.113,-0.3818
negative,0.228,0.772,0.0,-0.4842
positive,0.0,0.757,0.243,0.6341
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.776,0.224,0.6705
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
objective,0.0,0.913,0.087,0.2023
positive,0.0,0.843,0.157,0.4532
positive,0.0,0.865,0.135,0.5994
positive,0.0,0.847,0.153,0.4019
negative,0.187,0.813,0.0,-0.5994
positive,0.0,0.842,0.158,0.6696
positive,0.0,0.632,0.368,0.872
objective,0.0,1.0,0.0,0.0
negative,0.22,0.68,0.1,-0.4576
objective,0.0,1.0,0.0,0.0
neutral,0.23,0.688,0.082,-0.6739
positive,0.135,0.727,0.138,0.2732
positive,0.0,0.611,0.389,0.694
negative,0.0,1.0,0.0,0.0
positive,0.0,0.824,0.176,0.4588
positive,0.0,1.0,0.0,0.0
positive,0.148,0.76,0.092,-0.3415
neutral,0.0,1.0,0.0,0.0
negative,0.226,0.774,0.0,-0.5423
positive,0.0,0.706,0.294,0.7959
negative,0.383,0.617,0.0,-0.8519
positive,0.0,0.77,0.23,0.5093
positive,0.0,0.748,0.252,0.7946
neutral,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.0,0.857,0.143,0.3612
negative,0.105,0.699,0.196,0.4753
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
positive,0.264,0.528,0.207,-0.34
neutral,0.204,0.796,0.0,-0.6249
positive,0.126,0.736,0.139,0.0772
neutral,0.0,1.0,0.0,0.0
negative,0.202,0.699,0.099,-0.4215
positive,0.0,0.838,0.162,0.5411
positive,0.0,0.809,0.191,0.7081
positive,0.0,0.681,0.319,0.7579
negative,0.236,0.63,0.134,-0.3818
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.425,0.575,0.8452
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.133,0.542,0.325,0.4939
positive,0.116,0.656,0.228,0.4404
neutral,0.0,1.0,0.0,0.0
positive,0.064,0.676,0.26,0.7131
positive,0.0,0.852,0.148,0.5106
positive,0.0,0.662,0.338,0.8652
positive,0.0,0.748,0.252,0.6588
positive,0.0,0.815,0.185,0.5829
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.135,0.656,0.208,0.2263
positive,0.0,0.838,0.162,0.4404
objective,0.0,1.0,0.0,0.0
objective,0.0,0.705,0.295,0.8485
positive,0.0,0.772,0.228,0.7783
positive,0.0,1.0,0.0,0.0
positive,0.093,0.623,0.284,0.5994
objective,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
neutral,0.0,0.8,0.2,0.4588
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
neutral,0.125,0.61,0.264,0.6249
objective,0.401,0.388,0.211,-0.5307
negative,0.229,0.573,0.197,-0.0
negative,0.0,0.911,0.089,0.2144
positive,0.252,0.748,0.0,-0.4023
objective,0.067,0.826,0.107,0.2793
positive,0.042,0.721,0.237,0.8168
neutral,0.158,0.697,0.145,-0.319
positive,0.0,0.654,0.346,0.8398
neutral,0.152,0.778,0.07,-0.296
negative,0.0,0.893,0.107,0.2023
negative,0.296,0.704,0.0,-0.8209
neutral,0.0,0.856,0.144,0.4019
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.586,0.414,0.8717
neutral,0.0,0.878,0.122,0.3612
neutral,0.0,0.868,0.132,0.3802
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.891,0.109,0.296
positive,0.127,0.633,0.241,0.4215
positive,0.0,0.725,0.275,0.6486
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.797,0.203,0.6209
positive,0.0,0.653,0.347,0.4926
positive,0.0,0.841,0.159,0.555
neutral,0.0,1.0,0.0,0.0
positive,0.117,0.619,0.264,0.5423
neutral,0.075,0.925,0.0,-0.1779
positive,0.049,0.76,0.192,0.7445
objective,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.752,0.248,0.8042
objective,0.0,1.0,0.0,0.0
positive,0.0,0.685,0.315,0.7096
positive,0.25,0.645,0.105,-0.5574
neutral,0.0,0.735,0.265,0.6892
negative,0.225,0.775,0.0,-0.7003
positive,0.107,0.675,0.217,0.4199
negative,0.156,0.844,0.0,-0.5423
positive,0.0,0.849,0.151,0.4926
positive,0.0,1.0,0.0,0.0
positive,0.0,0.888,0.112,0.2263
negative,0.175,0.825,0.0,-0.6249
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.735,0.265,0.8402
neutral,0.0,1.0,0.0,0.0
objective,0.0,1.0,0.0,0.0
objective,0.0,0.913,0.087,0.3182
neutral,0.0,1.0,0.0,0.0
negative,0.0,1.0,0.0,0.0
positive,0.0,0.809,0.191,0.6892
neutral,0.0,0.864,0.136,0.4588
neutral,0.0,0.707,0.293,0.4404
positive,0.0,0.876,0.124,0.4019
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.844,0.156,0.5707
negative,0.327,0.673,0.0,-0.5983
positive,0.0,0.718,0.282,0.6249
objective,0.0,1.0,0.0,0.0
negative,0.0,0.847,0.153,0.4019
positive,0.0,0.709,0.291,0.8126
positive,0.122,0.642,0.237,0.5269
positive,0.088,0.797,0.116,0.1779
positive,0.0,0.656,0.344,0.8879
positive,0.0,0.829,0.171,0.5095
negative,0.0,0.909,0.091,0.2732
objective,0.0,0.856,0.144,0.4939
positive,0.0,0.737,0.263,0.6124
positive,0.093,0.612,0.295,0.7405
objective,0.0,0.857,0.143,0.3612
positive,0.0,0.8,0.2,0.4588
neutral,0.104,0.896,0.0,-0.2732
neutral,0.0,1.0,0.0,0.0
neutral,0.1,0.83,0.07,-0.1796
neutral,0.306,0.694,0.0,-0.296
positive,0.0,1.0,0.0,0.0
positive,0.0,0.625,0.375,0.8625
neutral,0.0,1.0,0.0,0.0
objective,0.0,0.942,0.058,0.0772
objective,0.0,1.0,0.0,0.0
positive,0.0,0.775,0.225,0.7256
positive,0.109,0.816,0.076,-0.2144
objective,0.0,0.756,0.244,0.4404
objective,0.0,1.0,0.0,0.0
negative,0.233,0.767,0.0,-0.5938
positive,0.0,0.688,0.312,0.7088
negative,0.309,0.691,0.0,-0.8176
negative,0.39,0.61,0.0,-0.7694
positive,0.0,1.0,0.0,0.0
positive,0.0,0.644,0.356,0.8555
objective,0.0,1.0,0.0,0.0
positive,0.0,1.0,0.0,0.0
neutral,0.0,1.0,0.0,0.0
positive,0.084,0.645,0.271,0.5984
neutral,0.0,0.913,0.087,0.2023
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.748,0.252,0.6597
neutral,0.0,1.0,0.0,0.0
positive,0.0,0.746,0.254,0.7574
positive,0.0,0.893,0.107,0.34
negative,0.061,0.939,0.0,-0.0772
negative,0.0,1.0,0.0,0.0
positive,0.113,0.792,0.096,-0.1027
positive,0.0,1.0,0.0,0.0
negative,0.257,0.743,0.0,-0.5904
objective,0.12,0.737,0.143,0.128
